time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Anypoint_episodes,Anypoint_episodes_rate,Anypoint_child,Anypoint_child_rate,Started_episodes,Started_episodes_rate,Started_child,Started_child_rate,Ended_episodes,Ended_episodes_rate,Ended_child,Ended_child_rate,At31_episodes,At31_episodes_rate,Awaiting_assessment,Awaiting_assessment_rate
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Children in Need,9224,340.7,8875,327.8,4102,151.5,3950,145.9,3462,127.9,3365,124.3,5762,212.8,272,10
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Children in Need,3366,567,3150,530.6,1856,312.6,1737,292.6,1719,289.5,1631,274.7,1647,277.4,30,5.1
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Children in Need,9439,559.8,8862,525.6,4981,295.4,4704,279,4587,272,4359,258.5,4852,287.8,99,5.9
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Children in Need,3020,552.5,2844,520.3,1578,288.7,1514,277,1274,233.1,1233,225.6,1746,319.4,70,12.8
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Children in Need,2626,687.8,2445,640.4,1468,384.5,1399,366.4,1378,360.9,1326,347.3,1248,326.9,22,5.8
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Children in Need,7378,497.5,7001,472.1,3825,257.9,3637,245.3,3260,219.8,3142,211.9,4118,277.7,139,9.4
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Children in Need,2406,537.8,2297,513.5,1059,236.7,1031,230.5,1022,228.5,987,220.6,1384,309.4,17,3.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Children in Need,1971,695.7,1834,647.4,1144,403.8,1093,385.8,880,310.6,838,295.8,1091,385.1,190,67.1
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Children in Need,4019,852.6,3702,785.3,2049,434.7,1890,400.9,1839,390.1,1709,362.5,2180,462.5,162,34.4
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Children in Need,7900,627.4,7196,571.5,4315,342.7,3944,313.2,4054,322,3746,297.5,3846,305.4,160,12.7
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Children in Need,6190,602,5854,569.3,2805,272.8,2664,259.1,2610,253.8,2501,243.2,3580,348.2,134,13
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Children in Need,30569,1078.3,24256,855.6,21958,774.6,17343,611.8,21201,747.9,16933,597.3,9368,330.5,759,26.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Children in Need,3323,1412,2612,1109.9,2112,897.4,1613,685.4,1959,832.4,1492,634,1364,579.6,89,37.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Children in Need,26139,762.4,24070,702,15502,452.1,14380,419.4,14355,418.7,13371,390,11784,343.7,337,9.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Children in Need,4125,635.1,3947,607.7,2409,370.9,2344,360.9,1393,214.5,1358,209.1,2732,420.6,28,4.3
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Children in Need,4725,666,4483,631.8,2310,325.6,2239,315.6,2101,296.1,2064,290.9,2624,369.8,98,13.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Children in Need,7471,499.6,7106,475.2,3219,215.3,3093,206.8,3184,212.9,3055,204.3,4287,286.7,113,7.6
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Children in Need,4512,1077.6,4004,956.3,2820,673.5,2455,586.3,2871,685.7,2575,615,1641,391.9,27,6.4
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Children in Need,2769,743.2,2584,693.5,1536,412.2,1453,390,1168,313.5,1113,298.7,1601,429.7,54,14.5
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Children in Need,3320,750.3,3086,697.4,1805,407.9,1703,384.9,1664,376,1583,357.7,1656,374.2,31,7
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Children in Need,4756,953.7,4389,880.1,2463,493.9,2274,456,2168,434.7,2047,410.5,2588,518.9,146,29.3
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Children in Need,10448,396.5,9904,375.8,4879,185.1,4657,176.7,4593,174.3,4413,167.5,5855,222.2,97,3.7
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Children in Need,3137,898.5,2837,812.6,1955,560,1785,511.3,1643,470.6,1521,435.7,1494,427.9,79,22.6
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Children in Need,9122,514.4,8504,479.5,5085,286.7,4841,273,3567,201.1,3424,193.1,5555,313.2,1390,78.4
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Children in Need,2695,790,2395,702.1,1866,547,1684,493.7,1929,565.5,1747,512.1,766,224.5,57,16.7
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Children in Need,1569,369,1506,354.2,842,198,807,189.8,592,139.2,565,132.9,977,229.8,12,2.8
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Children in Need,1687,466.1,1627,449.5,759,209.7,727,200.8,624,172.4,609,168.2,1063,293.7,17,4.7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Children in Need,6514,882.2,5872,795.2,3588,485.9,3291,445.7,3799,514.5,3508,475.1,2715,367.7,67,9.1
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Children in Need,4644,506,4331,471.9,2392,260.6,2259,246.1,2001,218,1926,209.8,2643,288,58,6.3
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Children in Need,7547,716.2,6815,646.7,5260,499.2,4783,453.9,4419,419.4,4059,385.2,3128,296.8,125,11.9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Children in Need,8110,553.6,7522,513.5,4136,282.3,3887,265.3,3744,255.6,3567,243.5,4366,298,387,26.4
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Children in Need,4121,622.7,3887,587.4,1874,283.2,1800,272,1750,264.4,1693,255.8,2371,358.3,22,3.3
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Children in Need,8972,696.6,8291,643.7,5081,394.5,4716,366.2,4749,368.7,4438,344.6,4223,327.9,213,16.5
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Children in Need,26,724.2,23,640.7,9,250.7,8,222.8,22,612.8,21,585,c,c,c,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Children in Need,1675,386.3,1564,360.7,836,192.8,774,178.5,641,147.8,604,139.3,1034,238.5,21,4.8
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Children in Need,3415,659.7,3256,629,1544,298.3,1473,284.5,1485,286.9,1440,278.2,1930,372.8,78,15.1
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Children in Need,6039,545.6,5554,501.8,3630,328,3363,303.8,3278,296.2,3056,276.1,2761,249.5,122,11
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Children in Need,2827,469.3,2691,446.8,1307,217,1256,208.5,974,161.7,939,155.9,1853,307.6,44,7.3
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Children in Need,3308,635.3,3076,590.7,1579,303.2,1496,287.3,1596,306.5,1522,292.3,1712,328.8,103,19.8
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Children in Need,2874,1147.8,2638,1053.5,1513,604.2,1415,565.1,1244,496.8,1160,463.3,1630,651,47,18.8
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Children in Need,4327,419.3,4139,401.1,2009,194.7,1960,189.9,1857,180,1829,177.2,2470,239.4,53,5.1
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Children in Need,2997,815.8,2845,774.4,1444,393.1,1403,381.9,1141,310.6,1116,303.8,1856,505.2,33,9
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Children in Need,134,1593.3,134,1593.3,42,499.4,42,499.4,26,309.2,26,309.2,108,1284.2,10,118.9
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Children in Need,4212,764.8,4036,732.8,2129,386.6,2057,373.5,1662,301.8,1624,294.9,2550,463,111,20.2
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Children in Need,2307,720.4,2209,689.8,973,303.8,950,296.6,957,298.8,939,293.2,1350,421.5,42,13.1
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Children in Need,3753,696.2,3597,667.3,1978,366.9,1908,353.9,1528,283.5,1490,276.4,2225,412.8,66,12.2
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Children in Need,3323,914.4,3130,861.3,1368,376.4,1310,360.5,1409,387.7,1361,374.5,1914,526.7,270,74.3
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Children in Need,2042,884.1,1882,814.8,1247,539.9,1156,500.5,1316,569.7,1244,538.6,726,314.3,67,29
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Children in Need,4175,782.1,3911,732.6,1961,367.4,1911,358,1517,284.2,1477,276.7,2658,497.9,299,56
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Children in Need,4662,735.4,4451,702.1,2203,347.5,2074,327.2,1762,277.9,1676,264.4,2900,457.4,40,6.3
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Children in Need,6876,819.6,6438,767.4,3926,468,3689,439.7,3505,417.8,3351,399.4,3371,401.8,123,14.7
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Children in Need,4345,760.4,4182,731.9,1863,326,1804,315.7,1604,280.7,1564,273.7,2741,479.7,68,11.9
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Children in Need,5472,850.2,5035,782.3,3006,467,2809,436.4,2824,438.8,2672,415.2,2648,411.4,142,22.1
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Children in Need,3689,627.3,3477,591.3,1968,334.7,1852,314.9,1692,287.7,1640,278.9,1997,339.6,82,13.9
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Children in Need,1821,597.8,1786,586.3,893,293.1,865,283.9,512,168.1,504,165.4,1309,429.7,23,7.5
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Children in Need,5210,817.6,4937,774.7,2409,378,2305,361.7,2824,443.2,2749,431.4,2386,374.4,91,14.3
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Children in Need,4111,452.3,3861,424.8,2353,258.9,2199,241.9,2204,242.5,2086,229.5,1907,209.8,58,6.4
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Children in Need,3812,669.1,3628,636.8,2146,376.7,2057,361.1,1725,302.8,1660,291.4,2087,366.3,51,9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Children in Need,5749,783.8,5501,750,3006,409.8,2891,394.2,2748,374.7,2677,365,3001,409.2,84,11.5
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Children in Need,5171,713.4,4809,663.5,2872,396.2,2704,373.1,2476,341.6,2358,325.3,2695,371.8,93,12.8
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Children in Need,6772,750.6,6375,706.6,3554,393.9,3336,369.8,3108,344.5,2933,325.1,3664,406.1,98,10.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Children in Need,3806,472.5,3613,448.5,1862,231.1,1785,221.6,1406,174.5,1345,167,2400,297.9,69,8.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Children in Need,6168,761.6,5754,710.4,3360,414.9,3176,392.1,3364,415.3,3203,395.5,2804,346.2,56,6.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Children in Need,3838,585.8,3705,565.5,1903,290.5,1848,282.1,1408,214.9,1389,212,2430,370.9,55,8.4
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Children in Need,3522,597.2,3359,569.6,1879,318.6,1794,304.2,1710,290,1658,281.1,1812,307.3,30,5.1
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Children in Need,4138,690.2,3919,653.7,2218,370,2127,354.8,1784,297.6,1721,287.1,2354,392.7,116,19.3
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Children in Need,4730,651.4,4416,608.2,2314,318.7,2232,307.4,2251,310,2177,299.8,2479,341.4,152,20.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Children in Need,4487,670,4087,610.3,2581,385.4,2357,352,2676,399.6,2451,366,1811,270.4,110,16.4
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Children in Need,1863,507.7,1779,484.8,989,269.5,954,260,778,212,751,204.7,1085,295.7,21,5.7
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Children in Need,2120,447.9,2025,427.8,1068,225.6,1024,216.3,891,188.2,872,184.2,1229,259.6,31,6.5
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Children in Need,4877,635.4,4597,598.9,2862,372.9,2713,353.5,2606,339.5,2513,327.4,2271,295.9,17,2.2
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Children in Need,1850,419.6,1737,393.9,973,220.7,920,208.6,839,190.3,812,184.2,1011,229.3,12,2.7
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Children in Need,2745,553.2,2678,539.7,1091,219.9,1069,215.4,946,190.6,933,188,1799,362.5,120,24.2
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Children in Need,5388,865.4,5049,811,3415,548.5,3243,520.9,2982,479,2853,458.2,2406,386.5,172,27.6
2022,Reporting year,National,E92000001,England,,,,,,Children in Need,764150,649.6,710720,604.2,413320,351.4,385950,328.1,359830,305.9,338780,288,404310,343.7,18160,15.4
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children in Need,46820,891.9,43490,828.4,23800,453.4,22170,422.3,21710,413.5,20600,392.4,25120,478.5,460,8.8
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children in Need,111510,713.8,103920,665.3,56980,364.8,53220,340.7,51110,327.2,48400,309.8,60390,386.6,2140,13.7
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children in Need,80180,699.3,74780,652.2,43910,383,41390,361,38580,336.5,36690,320,41600,362.8,1900,16.6
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children in Need,54880,554.2,51090,515.9,29450,297.4,27620,278.9,26060,263.2,24730,249.7,28820,291,1550,15.7
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children in Need,81830,633.4,77270,598.1,41920,324.5,39730,307.5,34670,268.4,33070,256,47170,365.1,2140,16.6
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children in Need,55090,414.1,52510,394.7,27110,203.8,25910,194.7,23450,176.3,22580,169.7,31650,237.9,1090,8.2
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children in Need,131010,691.7,123950,654.4,71240,376.1,67980,358.9,60040,317,57730,304.8,70960,374.6,3340,17.6
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children in Need,138670,716.4,124360,642.5,83280,430.2,74690,385.9,73420,379.3,65990,340.9,65250,337.1,4440,22.9
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children in Need,64160,590.4,59360,546.3,35620,327.8,33240,305.9,30800,283.4,28990,266.8,33360,307,1090,10
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children in Need,52460,803.5,49510,758.3,27220,416.9,25930,397.1,23310,357,22300,341.5,29150,446.5,1270,19.5
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children in Need,78550,632.9,74450,599.8,44020,354.7,42050,338.8,36740,296,35420,285.4,41810,336.9,2080,16.8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Children in Need,7279,735.5,6795,686.6,3823,386.3,3588,362.6,3485,352.2,3344,337.9,3794,383.4,49,5
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Children in Need,1657,745,1597,718,789,354.7,771,346.6,571,256.7,558,250.9,1086,488.2,9,4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Children in Need,2867,744.5,2695,699.9,1455,377.8,1390,361,1028,267,972,252.4,1839,477.6,35,9.1
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Children in Need,3086,1553.6,2763,1391,1678,844.7,1500,755.1,1699,855.3,1543,776.8,1387,698.2,15,7.6
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Children in Need,5662,1691.2,5109,1526,3005,897.6,2738,817.8,3201,956.1,3001,896.4,2461,735.1,31,9.3
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Children in Need,4298,746.3,4078,708.1,2019,350.6,1927,334.6,1515,263.1,1462,253.9,2783,483.3,128,22.2
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Children in Need,2742,655.6,2591,619.5,1243,297.2,1163,278.1,1074,256.8,1026,245.3,1668,398.8,50,12
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Children in Need,3856,660.3,3684,630.8,1804,308.9,1750,299.7,1516,259.6,1484,254.1,2340,400.7,7,1.2
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Children in Need,3296,1212.8,3050,1122.3,1666,613,1546,568.9,1670,614.5,1579,581,1626,598.3,19,7
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Children in Need,2826,951.7,2611,879.3,1490,501.8,1363,459,1181,397.7,1136,382.6,1645,554,50,16.8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Children in Need,4811,1114.3,4405,1020.3,2534,586.9,2314,536,2438,564.7,2308,534.6,2373,549.6,39,9
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Children in Need,4441,821.6,4115,761.3,2298,425.1,2123,392.8,2327,430.5,2190,405.2,2114,391.1,31,5.7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Children in Need,2341,588.9,2209,555.7,1058,266.2,1007,253.3,957,240.7,930,234,1384,348.2,12,3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Children in Need,3737,1343.3,3401,1222.5,1891,679.8,1695,609.3,1697,610,1544,555,2040,733.3,26,9.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Children in Need,5863,821,5263,737,3509,491.4,3148,440.8,3798,531.9,3475,486.6,2065,289.2,79,11.1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Children in Need,3126,714.2,2885,659.2,1864,425.9,1715,391.8,1498,342.3,1403,320.6,1628,372,36,8.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Children in Need,3564,454.7,3422,436.6,1529,195.1,1480,188.8,1442,184,1419,181,2122,270.7,11,1.4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Children in Need,3773,543.6,3534,509.1,1948,280.7,1861,268.1,1575,226.9,1527,220,2198,316.7,44,6.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Children in Need,5063,560.5,4755,526.4,2563,283.7,2435,269.6,2119,234.6,2034,225.2,2944,325.9,66,7.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Children in Need,2023,735,1916,696.1,1080,392.4,1047,380.4,859,312.1,830,301.6,1164,422.9,10,3.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Children in Need,2246,663.7,2079,614.3,1042,307.9,951,281,1079,318.8,1012,299,1167,344.8,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Children in Need,12065,481.4,11567,461.5,4803,191.6,4528,180.7,4416,176.2,4238,169.1,7649,305.2,168,6.7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Children in Need,7781,838.5,7370,794.2,3744,403.4,3538,381.2,3202,345,3066,330.4,4579,493.4,108,11.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Children in Need,11356,895.8,10481,826.7,6173,486.9,5680,448,6189,488.2,5768,455,5167,407.6,55,4.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Children in Need,5701,923.3,5202,842.5,3500,566.9,3192,517,2830,458.3,2639,427.4,2871,465,884,143.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Children in Need,5637,1031.1,5188,948.9,2981,545.3,2766,505.9,2943,538.3,2725,498.4,2694,492.8,43,7.9
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Children in Need,4950,843.6,4576,779.9,2275,387.7,2139,364.5,2546,433.9,2428,413.8,2404,409.7,42,7.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Children in Need,4326,816.3,4026,759.7,2331,439.8,2207,416.4,1650,311.3,1595,301,2676,504.9,49,9.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Children in Need,2750,749.8,2632,717.6,1324,361,1293,352.5,985,268.6,966,263.4,1765,481.2,30,8.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Children in Need,4772,763.4,4393,702.8,2607,417.1,2449,391.8,2376,380.1,2268,362.8,2396,383.3,103,16.5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Children in Need,4521,884.1,4220,825.2,2301,450,2174,425.1,1804,352.8,1733,338.9,2717,531.3,59,11.5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Children in Need,2945,538,2730,498.7,1557,284.4,1421,259.6,1372,250.6,1306,238.6,1573,287.4,223,40.7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Children in Need,2647,615.1,2457,570.9,1339,311.1,1273,295.8,1157,268.9,1114,258.9,1490,346.2,14,3.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Children in Need,5738,843.4,5344,785.5,3303,485.5,3138,461.2,2607,383.2,2475,363.8,3131,460.2,43,6.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Children in Need,4581,699.7,4268,651.9,2257,344.7,2085,318.5,2013,307.5,1907,291.3,2568,392.2,36,5.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Children in Need,4059,810.3,3772,753,2338,466.7,2201,439.4,2407,480.5,2313,461.7,1652,329.8,64,12.8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Children in Need,11761,837.2,10907,776.4,6471,460.6,6025,428.9,5782,411.6,5507,392,5979,425.6,48,3.4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Children in Need,3293,731.2,3026,671.9,2061,457.6,1900,421.9,1901,422.1,1765,391.9,1392,309.1,55,12.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Children in Need,3192,498,3087,481.6,2003,312.5,1947,303.8,922,143.8,903,140.9,2270,354.2,429,66.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Children in Need,3733,607.2,3447,560.7,2200,357.8,2022,328.9,1921,312.5,1828,297.3,1812,294.7,69,11.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Children in Need,6808,1152.8,6377,1079.9,3343,566.1,3185,539.3,3017,510.9,2869,485.8,3791,642,134,22.7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Children in Need,4642,474.8,4330,442.9,2525,258.2,2389,244.3,2405,246,2271,232.3,2237,228.8,51,5.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Children in Need,9623,563.9,9196,538.9,5246,307.4,5104,299.1,3742,219.3,3642,213.4,5881,344.6,805,47.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Children in Need,4720,1429.4,4118,1247.1,2642,800.1,2341,709,2351,712,2116,640.8,2369,717.4,46,13.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Children in Need,1839,539.7,1779,522.1,899,263.8,882,258.9,794,233,777,228,1045,306.7,25,7.3
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Children in Need,6308,554.7,5847,514.2,3603,316.9,3361,295.6,3305,290.7,3090,271.7,3003,264.1,85,7.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Children in Need,4055,719.6,3842,681.8,1993,353.7,1898,336.8,1869,331.7,1805,320.3,2186,387.9,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Children in Need,8047,715.8,7588,675,4157,369.8,4004,356.2,3755,334,3618,321.8,4292,381.8,29,2.6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Children in Need,5627,763.7,5199,705.6,3027,410.8,2861,388.3,3079,417.9,2939,398.9,2548,345.8,10,1.4
